method,dist,n1,n2,rho1,rho2,fz_nosim,fz
spearman,extreme,30,480,0.6,0.7,0.140158076,0.141
spearman,extreme,30,480,0.6,0.8,0.535730855,0.484
spearman,extreme,30,480,0.6,0.9,0.976051923,0.958
spearman,extreme,30,480,0.7,0,0.992330762,0.982
spearman,extreme,30,480,0.7,0.1,0.972386525,0.949
spearman,extreme,30,480,0.7,0.2,0.919162913,0.891
spearman,extreme,30,480,0.7,0.3,0.805008648,0.775
spearman,extreme,30,480,0.7,0.4,0.611303806,0.578
spearman,extreme,30,480,0.7,0.5,0.362237212,0.356
spearman,extreme,30,480,0.7,0.6,0.140158076,0.131
spearman,extreme,30,480,0.7,0.7,0.025,0.075
spearman,extreme,30,480,0.7,0.8,0.214568138,0.219
spearman,extreme,30,480,0.7,0.9,0.863883359,0.86
spearman,extreme,30,480,0.8,0,0.999836918,1
spearman,extreme,30,480,0.8,0.1,0.998986951,0.995
spearman,extreme,30,480,0.8,0.2,0.994896793,0.991
spearman,extreme,30,480,0.8,0.3,0.97876791,0.96
spearman,extreme,30,480,0.8,0.4,0.926750904,0.888
spearman,extreme,30,480,0.8,0.5,0.792980996,0.73
spearman,extreme,30,480,0.8,0.6,0.535730855,0.495
spearman,extreme,30,480,0.8,0.7,0.214568138,0.18
spearman,extreme,30,480,0.8,0.8,0.025,0.071
spearman,extreme,30,480,0.8,0.9,0.471555864,0.464
spearman,extreme,30,480,0.9,0,0.999999979,1
spearman,extreme,30,480,0.9,0.1,0.999999674,1
spearman,extreme,30,480,0.9,0.2,0.999995851,1
spearman,extreme,30,480,0.9,0.3,0.999955273,1
spearman,extreme,30,480,0.9,0.4,0.999582038,0.999
spearman,extreme,30,480,0.9,0.5,0.996589023,0.986
spearman,extreme,30,480,0.9,0.6,0.976051923,0.924
spearman,extreme,30,480,0.9,0.7,0.863883359,0.749
spearman,extreme,30,480,0.9,0.8,0.471555864,0.378
spearman,extreme,30,480,0.9,0.9,0.025,0.083
spearman,extreme,30,960,0,0,0.025,0.055
spearman,extreme,30,960,0,0.1,0.074115426,0.074
spearman,extreme,30,960,0,0.2,0.178502296,0.179
spearman,extreme,30,960,0,0.3,0.3542499,0.318
spearman,extreme,30,960,0,0.4,0.583544267,0.57
spearman,extreme,30,960,0,0.5,0.80369198,0.796
spearman,extreme,30,960,0,0.6,0.944305083,0.916
spearman,extreme,30,960,0,0.7,0.993511557,0.981
spearman,extreme,30,960,0,0.8,0.999878596,1
spearman,extreme,30,960,0,0.9,0.999999988,1
spearman,extreme,30,960,0.1,0,0.074115426,0.078
spearman,extreme,30,960,0.1,0.1,0.025,0.056
spearman,extreme,30,960,0.1,0.2,0.075608928,0.086
spearman,extreme,30,960,0.1,0.3,0.187263142,0.178
spearman,extreme,30,960,0.1,0.4,0.380873967,0.353
spearman,extreme,30,960,0.1,0.5,0.633345653,0.614
spearman,extreme,30,960,0.1,0.6,0.859443387,0.832
spearman,extreme,30,960,0.1,0.7,0.975595009,0.977
spearman,extreme,30,960,0.1,0.8,0.999199088,0.997
spearman,extreme,30,960,0.1,0.9,0.999999801,1
spearman,extreme,30,960,0.2,0,0.178502296,0.176
spearman,extreme,30,960,0.2,0.1,0.075608928,0.083
spearman,extreme,30,960,0.2,0.2,0.025,0.045
spearman,extreme,30,960,0.2,0.3,0.078864938,0.086
spearman,extreme,30,960,0.2,0.4,0.203861529,0.201
spearman,extreme,30,960,0.2,0.5,0.427009314,0.378
spearman,extreme,30,960,0.2,0.6,0.709902868,0.667
spearman,extreme,30,960,0.2,0.7,0.925845015,0.907
spearman,extreme,30,960,0.2,0.8,0.995741461,0.99
spearman,extreme,30,960,0.2,0.9,0.999997258,1
spearman,extreme,30,960,0.3,0,0.3542499,0.345
spearman,extreme,30,960,0.3,0.1,0.187263142,0.205
spearman,extreme,30,960,0.3,0.2,0.078864938,0.09
spearman,extreme,30,960,0.3,0.3,0.025,0.056
spearman,extreme,30,960,0.3,0.4,0.084546606,0.087
spearman,extreme,30,960,0.3,0.5,0.232325588,0.233
spearman,extreme,30,960,0.3,0.6,0.502347703,0.457
spearman,extreme,30,960,0.3,0.7,0.815490028,0.786
spearman,extreme,30,960,0.3,0.8,0.981403411,0.978
spearman,extreme,30,960,0.3,0.9,0.999968079,1
spearman,extreme,30,960,0.4,0,0.583544267,0.523
spearman,extreme,30,960,0.4,0.1,0.380873967,0.36
spearman,extreme,30,960,0.4,0.2,0.203861529,0.186
spearman,extreme,30,960,0.4,0.3,0.084546606,0.091
spearman,extreme,30,960,0.4,0.4,0.025,0.057
spearman,extreme,30,960,0.4,0.5,0.094078599,0.085
spearman,extreme,30,960,0.4,0.6,0.281309498,0.257
spearman,extreme,30,960,0.4,0.7,0.623038202,0.581
spearman,extreme,30,960,0.4,0.8,0.933036794,0.903
spearman,extreme,30,960,0.4,0.9,0.999679091,0.998
spearman,extreme,30,960,0.5,0,0.80369198,0.77
spearman,extreme,30,960,0.5,0.1,0.633345653,0.591
spearman,extreme,30,960,0.5,0.2,0.427009314,0.364
spearman,extreme,30,960,0.5,0.3,0.232325588,0.223
spearman,extreme,30,960,0.5,0.4,0.094078599,0.104
spearman,extreme,30,960,0.5,0.5,0.025,0.044
spearman,extreme,30,960,0.5,0.6,0.110689477,0.109
spearman,extreme,30,960,0.5,0.7,0.370532335,0.36
spearman,extreme,30,960,0.5,0.8,0.80369198,0.757
spearman,extreme,30,960,0.5,0.9,0.997191876,0.99
spearman,extreme,30,960,0.6,0,0.944305083,0.913
spearman,extreme,30,960,0.6,0.1,0.859443387,0.83
spearman,extreme,30,960,0.6,0.2,0.709902868,0.66
spearman,extreme,30,960,0.6,0.3,0.502347703,0.477
spearman,extreme,30,960,0.6,0.4,0.281309498,0.292
spearman,extreme,30,960,0.6,0.5,0.110689477,0.117
spearman,extreme,30,960,0.6,0.6,0.025,0.066
spearman,extreme,30,960,0.6,0.7,0.142864445,0.16
spearman,extreme,30,960,0.6,0.8,0.546882339,0.535
spearman,extreme,30,960,0.6,0.9,0.978937804,0.972
spearman,extreme,30,960,0.7,0,0.993511557,0.986
spearman,extreme,30,960,0.7,0.1,0.975595009,0.948
spearman,extreme,30,960,0.7,0.2,0.925845015,0.9
spearman,extreme,30,960,0.7,0.3,0.815490028,0.763
spearman,extreme,30,960,0.7,0.4,0.623038202,0.583
spearman,extreme,30,960,0.7,0.5,0.370532335,0.322
spearman,extreme,30,960,0.7,0.6,0.142864445,0.144
spearman,extreme,30,960,0.7,0.7,0.025,0.055
spearman,extreme,30,960,0.7,0.8,0.219276969,0.239
spearman,extreme,30,960,0.7,0.9,0.872828377,0.841
spearman,extreme,30,960,0.8,0,0.999878596,0.999
spearman,extreme,30,960,0.8,0.1,0.999199088,0.999
spearman,extreme,30,960,0.8,0.2,0.995741461,0.991
spearman,extreme,30,960,0.8,0.3,0.981403411,0.965
spearman,extreme,30,960,0.8,0.4,0.933036794,0.895
spearman,extreme,30,960,0.8,0.5,0.80369198,0.731
spearman,extreme,30,960,0.8,0.6,0.546882339,0.479
spearman,extreme,30,960,0.8,0.7,0.219276969,0.183
spearman,extreme,30,960,0.8,0.8,0.025,0.081
spearman,extreme,30,960,0.8,0.9,0.481869038,0.53
spearman,extreme,30,960,0.9,0,0.999999988,1
spearman,extreme,30,960,0.9,0.1,0.999999801,1
spearman,extreme,30,960,0.9,0.2,0.999997258,1
spearman,extreme,30,960,0.9,0.3,0.999968079,0.999
spearman,extreme,30,960,0.9,0.4,0.999679091,0.998
spearman,extreme,30,960,0.9,0.5,0.997191876,0.993
spearman,extreme,30,960,0.9,0.6,0.978937804,0.939
spearman,extreme,30,960,0.9,0.7,0.872828377,0.813
spearman,extreme,30,960,0.9,0.8,0.481869038,0.407
spearman,extreme,30,960,0.9,0.9,0.025,0.088
spearman,extreme,60,15,0,0,0.025,0.051
spearman,extreme,60,15,0,0.1,0.050082082,0.062
spearman,extreme,60,15,0,0.2,0.09314056,0.091
spearman,extreme,60,15,0,0.3,0.162203518,0.158
spearman,extreme,60,15,0,0.4,0.265622735,0.242
spearman,extreme,60,15,0,0.5,0.408861595,0.375
spearman,extreme,60,15,0,0.6,0.588002227,0.553
spearman,extreme,60,15,0,0.7,0.779566661,0.717
spearman,extreme,60,15,0,0.8,0.933065165,0.887
spearman,extreme,60,15,0,0.9,0.996267069,0.986
spearman,extreme,60,15,0.1,0,0.050082082,0.056
spearman,extreme,60,15,0.1,0.1,0.025,0.052
spearman,extreme,60,15,0.1,0.2,0.050756076,0.073
spearman,extreme,60,15,0.1,0.3,0.096569743,0.1
spearman,extreme,60,15,0.1,0.4,0.173093345,0.181
spearman,extreme,60,15,0.1,0.5,0.292402358,0.273
spearman,extreme,60,15,0.1,0.6,0.462754464,0.39
spearman,extreme,60,15,0.1,0.7,0.675382362,0.617
spearman,extreme,60,15,0.1,0.8,0.881617138,0.838
spearman,extreme,60,15,0.1,0.9,0.990848023,0.98
spearman,extreme,60,15,0.2,0,0.09314056,0.098
spearman,extreme,60,15,0.2,0.1,0.050756076,0.073
spearman,extreme,60,15,0.2,0.2,0.025,0.059
spearman,extreme,60,15,0.2,0.3,0.05221511,0.055
spearman,extreme,60,15,0.2,0.4,0.103041617,0.12
spearman,extreme,60,15,0.2,0.5,0.192484416,0.196
spearman,extreme,60,15,0.2,0.6,0.338743706,0.3
spearman,extreme,60,15,0.2,0.7,0.55267686,0.5
spearman,extreme,60,15,0.2,0.8,0.80530169,0.756
spearman,extreme,60,15,0.2,0.9,0.979175674,0.939
spearman,extreme,60,15,0.3,0,0.162203518,0.129
spearman,extreme,60,15,0.3,0.1,0.096569743,0.099
spearman,extreme,60,15,0.3,0.2,0.05221511,0.054
spearman,extreme,60,15,0.3,0.3,0.025,0.048
spearman,extreme,60,15,0.3,0.4,0.054729673,0.09
spearman,extreme,60,15,0.3,0.5,0.114102346,0.124
spearman,extreme,60,15,0.3,0.6,0.225991525,0.225
spearman,extreme,60,15,0.3,0.7,0.419258208,0.362
spearman,extreme,60,15,0.3,0.8,0.700032237,0.626
spearman,extreme,60,15,0.3,0.9,0.955509254,0.912
spearman,extreme,60,15,0.4,0,0.265622735,0.238
spearman,extreme,60,15,0.4,0.1,0.173093345,0.149
spearman,extreme,60,15,0.4,0.2,0.103041617,0.096
spearman,extreme,60,15,0.4,0.3,0.054729673,0.07
spearman,extreme,60,15,0.4,0.4,0.025,0.059
spearman,extreme,60,15,0.4,0.5,0.058869761,0.069
spearman,extreme,60,15,0.4,0.6,0.13318754,0.13
spearman,extreme,60,15,0.4,0.7,0.286674017,0.261
spearman,extreme,60,15,0.4,0.8,0.565589878,0.484
spearman,extreme,60,15,0.4,0.9,0.910114257,0.85
spearman,extreme,60,15,0.5,0,0.408861595,0.378
spearman,extreme,60,15,0.5,0.1,0.292402358,0.258
spearman,extreme,60,15,0.5,0.2,0.192484416,0.163
spearman,extreme,60,15,0.5,0.3,0.114102346,0.103
spearman,extreme,60,15,0.5,0.4,0.058869761,0.075
spearman,extreme,60,15,0.5,0.5,0.025,0.061
spearman,extreme,60,15,0.5,0.6,0.065894989,0.074
spearman,extreme,60,15,0.5,0.7,0.168840056,0.175
spearman,extreme,60,15,0.5,0.8,0.408861595,0.349
spearman,extreme,60,15,0.5,0.9,0.827881685,0.723
spearman,extreme,60,15,0.6,0,0.588002227,0.557
spearman,extreme,60,15,0.6,0.1,0.462754464,0.418
spearman,extreme,60,15,0.6,0.2,0.338743706,0.324
spearman,extreme,60,15,0.6,0.3,0.225991525,0.197
spearman,extreme,60,15,0.6,0.4,0.13318754,0.138
spearman,extreme,60,15,0.6,0.5,0.065894989,0.075
spearman,extreme,60,15,0.6,0.6,0.025,0.051
spearman,extreme,60,15,0.6,0.7,0.079027639,0.089
spearman,extreme,60,15,0.6,0.8,0.247190435,0.203
spearman,extreme,60,15,0.6,0.9,0.688973955,0.59
spearman,extreme,60,15,0.7,0,0.779566661,0.763
spearman,extreme,60,15,0.7,0.1,0.675382362,0.662
spearman,extreme,60,15,0.7,0.2,0.55267686,0.514
spearman,extreme,60,15,0.7,0.3,0.419258208,0.4
spearman,extreme,60,15,0.7,0.4,0.286674017,0.277
spearman,extreme,60,15,0.7,0.5,0.168840056,0.145
spearman,extreme,60,15,0.7,0.6,0.079027639,0.092
spearman,extreme,60,15,0.7,0.7,0.025,0.056
spearman,extreme,60,15,0.7,0.8,0.109034466,0.109
spearman,extreme,60,15,0.7,0.9,0.47791887,0.375
spearman,extreme,60,15,0.8,0,0.933065165,0.911
spearman,extreme,60,15,0.8,0.1,0.881617138,0.849
spearman,extreme,60,15,0.8,0.2,0.80530169,0.769
spearman,extreme,60,15,0.8,0.3,0.700032237,0.665
spearman,extreme,60,15,0.8,0.4,0.565589878,0.513
spearman,extreme,60,15,0.8,0.5,0.408861595,0.417
spearman,extreme,60,15,0.8,0.6,0.247190435,0.248
spearman,extreme,60,15,0.8,0.7,0.109034466,0.121
spearman,extreme,60,15,0.8,0.8,0.025,0.061
spearman,extreme,60,15,0.8,0.9,0.216619164,0.188
spearman,extreme,60,15,0.9,0,0.996267069,0.993
spearman,extreme,60,15,0.9,0.1,0.990848023,0.985
spearman,extreme,60,15,0.9,0.2,0.979175674,0.965
spearman,extreme,60,15,0.9,0.3,0.955509254,0.932
spearman,extreme,60,15,0.9,0.4,0.910114257,0.883
spearman,extreme,60,15,0.9,0.5,0.827881685,0.799
spearman,extreme,60,15,0.9,0.6,0.688973955,0.624
spearman,extreme,60,15,0.9,0.7,0.47791887,0.448
spearman,extreme,60,15,0.9,0.8,0.216619164,0.234
spearman,extreme,60,15,0.9,0.9,0.025,0.072
spearman,extreme,60,30,0,0,0.025,0.068
spearman,extreme,60,30,0,0.1,0.062947348,0.059
spearman,extreme,60,30,0,0.2,0.137373276,0.136
spearman,extreme,60,30,0,0.3,0.262678151,0.271
spearman,extreme,60,30,0,0.4,0.441725187,0.386
spearman,extreme,60,30,0,0.5,0.65219771,0.625
spearman,extreme,60,30,0,0.6,0.843020882,0.813
spearman,extreme,60,30,0,0.7,0.960146539,0.939
spearman,extreme,60,30,0,0.8,0.996951191,0.992
spearman,extreme,60,30,0,0.9,0.999992929,1
spearman,extreme,60,30,0.1,0,0.062947348,0.074
spearman,extreme,60,30,0.1,0.1,0.025,0.057
spearman,extreme,60,30,0.1,0.2,0.064046181,0.075
spearman,extreme,60,30,0.1,0.3,0.143532709,0.163
spearman,extreme,60,30,0.1,0.4,0.28228479,0.244
spearman,extreme,60,30,0.1,0.5,0.484760071,0.44
spearman,extreme,60,30,0.1,0.6,0.718192509,0.645
spearman,extreme,60,30,0.1,0.7,0.907068731,0.87
spearman,extreme,60,30,0.1,0.8,0.989639079,0.972
spearman,extreme,60,30,0.1,0.9,0.999954268,1
spearman,extreme,60,30,0.2,0,0.137373276,0.121
spearman,extreme,60,30,0.2,0.1,0.064046181,0.081
spearman,extreme,60,30,0.2,0.2,0.025,0.058
spearman,extreme,60,30,0.2,0.3,0.066435301,0.07
spearman,extreme,60,30,0.2,0.4,0.155204611,0.152
spearman,extreme,60,30,0.2,0.5,0.316856823,0.301
spearman,extreme,60,30,0.2,0.6,0.555347672,0.476
spearman,extreme,60,30,0.2,0.7,0.811819748,0.761
spearman,extreme,60,30,0.2,0.8,0.969584251,0.941
spearman,extreme,60,30,0.2,0.9,0.999743514,0.999
spearman,extreme,60,30,0.3,0,0.262678151,0.242
spearman,extreme,60,30,0.3,0.1,0.143532709,0.143
spearman,extreme,60,30,0.3,0.2,0.066435301,0.082
spearman,extreme,60,30,0.3,0.3,0.025,0.051
spearman,extreme,60,30,0.3,0.4,0.070584718,0.087
spearman,extreme,60,30,0.3,0.5,0.175257001,0.182
spearman,extreme,60,30,0.3,0.6,0.375279549,0.338
spearman,extreme,60,30,0.3,0.7,0.665505408,0.622
spearman,extreme,60,30,0.3,0.8,0.921850866,0.871
spearman,extreme,60,30,0.3,0.9,0.998722721,0.998
spearman,extreme,60,30,0.4,0,0.441725187,0.412
spearman,extreme,60,30,0.4,0.1,0.28228479,0.258
spearman,extreme,60,30,0.4,0.2,0.155204611,0.157
spearman,extreme,60,30,0.4,0.3,0.070584718,0.093
spearman,extreme,60,30,0.4,0.4,0.025,0.065
spearman,extreme,60,30,0.4,0.5,0.077497646,0.092
spearman,extreme,60,30,0.4,0.6,0.210001476,0.192
spearman,extreme,60,30,0.4,0.7,0.47568829,0.437
spearman,extreme,60,30,0.4,0.8,0.823586028,0.779
spearman,extreme,60,30,0.4,0.9,0.994269002,0.978
spearman,extreme,60,30,0.5,0,0.65219771,0.626
spearman,extreme,60,30,0.5,0.1,0.484760071,0.467
spearman,extreme,60,30,0.5,0.2,0.316856823,0.262
spearman,extreme,60,30,0.5,0.3,0.175257001,0.177
spearman,extreme,60,30,0.5,0.4,0.077497646,0.071
spearman,extreme,60,30,0.5,0.5,0.025,0.06
spearman,extreme,60,30,0.5,0.6,0.089429987,0.108
spearman,extreme,60,30,0.5,0.7,0.274641287,0.264
spearman,extreme,60,30,0.5,0.8,0.65219771,0.593
spearman,extreme,60,30,0.5,0.9,0.976728297,0.937
spearman,extreme,60,30,0.6,0,0.843020882,0.821
spearman,extreme,60,30,0.6,0.1,0.718192509,0.673
spearman,extreme,60,30,0.6,0.2,0.555347672,0.509
spearman,extreme,60,30,0.6,0.3,0.375279549,0.363
spearman,extreme,60,30,0.6,0.4,0.210001476,0.197
spearman,extreme,60,30,0.6,0.5,0.089429987,0.09
spearman,extreme,60,30,0.6,0.6,0.025,0.066
spearman,extreme,60,30,0.6,0.7,0.112273455,0.14
spearman,extreme,60,30,0.6,0.8,0.411211414,0.397
spearman,extreme,60,30,0.6,0.9,0.915394142,0.857
spearman,extreme,60,30,0.7,0,0.960146539,0.934
spearman,extreme,60,30,0.7,0.1,0.907068731,0.887
spearman,extreme,60,30,0.7,0.2,0.811819748,0.76
spearman,extreme,60,30,0.7,0.3,0.665505408,0.648
spearman,extreme,60,30,0.7,0.4,0.47568829,0.411
spearman,extreme,60,30,0.7,0.5,0.274641287,0.295
spearman,extreme,60,30,0.7,0.6,0.112273455,0.113
spearman,extreme,60,30,0.7,0.7,0.025,0.059
spearman,extreme,60,30,0.7,0.8,0.166056193,0.188
spearman,extreme,60,30,0.7,0.9,0.735424707,0.675
spearman,extreme,60,30,0.8,0,0.996951191,0.995
spearman,extreme,60,30,0.8,0.1,0.989639079,0.974
spearman,extreme,60,30,0.8,0.2,0.969584251,0.953
spearman,extreme,60,30,0.8,0.3,0.921850866,0.871
spearman,extreme,60,30,0.8,0.4,0.823586028,0.757
spearman,extreme,60,30,0.8,0.5,0.65219771,0.617
spearman,extreme,60,30,0.8,0.6,0.411211414,0.387
spearman,extreme,60,30,0.8,0.7,0.166056193,0.174
spearman,extreme,60,30,0.8,0.8,0.025,0.07
spearman,extreme,60,30,0.8,0.9,0.359127103,0.331
spearman,extreme,60,30,0.9,0,0.999992929,1
spearman,extreme,60,30,0.9,0.1,0.999954268,1
spearman,extreme,60,30,0.9,0.2,0.999743514,1
spearman,extreme,60,30,0.9,0.3,0.998722721,0.998
spearman,extreme,60,30,0.9,0.4,0.994269002,0.99
spearman,extreme,60,30,0.9,0.5,0.976728297,0.965
spearman,extreme,60,30,0.9,0.6,0.915394142,0.882
spearman,extreme,60,30,0.9,0.7,0.735424707,0.67
spearman,extreme,60,30,0.9,0.8,0.359127103,0.352
spearman,extreme,60,30,0.9,0.9,0.025,0.066
spearman,extreme,60,60,0,0,0.025,0.043
spearman,extreme,60,60,0,0.1,0.077176958,0.07
spearman,extreme,60,60,0,0.2,0.190061873,0.172
spearman,extreme,60,60,0,0.3,0.379200412,0.365
spearman,extreme,60,60,0,0.4,0.618560533,0.565
spearman,extreme,60,60,0,0.5,0.834606118,0.794
spearman,extreme,60,60,0,0.6,0.959108173,0.93
spearman,extreme,60,60,0,0.7,0.996209175,0.993
spearman,extreme,60,60,0,0.8,0.999952891,0.999
spearman,extreme,60,60,0,0.9,0.999999998,1
spearman,extreme,60,60,0.1,0,0.077176958,0.069
spearman,extreme,60,60,0.1,0.1,0.025,0.047
spearman,extreme,60,60,0.1,0.2,0.078781931,0.094
spearman,extreme,60,60,0.1,0.3,0.199551129,0.209
spearman,extreme,60,60,0.1,0.4,0.407515091,0.383
spearman,extreme,60,60,0.1,0.5,0.668902327,0.634
spearman,extreme,60,60,0.1,0.6,0.885856879,0.866
spearman,extreme,60,60,0.1,0.7,0.983599457,0.976
spearman,extreme,60,60,0.1,0.8,0.999623308,1
spearman,extreme,60,60,0.1,0.9,0.999999959,1
spearman,extreme,60,60,0.2,0,0.190061873,0.2
spearman,extreme,60,60,0.2,0.1,0.078781931,0.09
spearman,extreme,60,60,0.2,0.2,0.025,0.056
spearman,extreme,60,60,0.2,0.3,0.082283094,0.085
spearman,extreme,60,60,0.2,0.4,0.217520877,0.226
spearman,extreme,60,60,0.2,0.5,0.456296957,0.408
spearman,extreme,60,60,0.2,0.6,0.744773884,0.69
spearman,extreme,60,60,0.2,0.7,0.94384079,0.916
spearman,extreme,60,60,0.2,0.8,0.99761913,0.993
spearman,extreme,60,60,0.2,0.9,0.999999272,1
spearman,extreme,60,60,0.3,0,0.379200412,0.361
spearman,extreme,60,60,0.3,0.1,0.199551129,0.185
spearman,extreme,60,60,0.3,0.2,0.082283094,0.08
spearman,extreme,60,60,0.3,0.3,0.025,0.048
spearman,extreme,60,60,0.3,0.4,0.088398963,0.094
spearman,extreme,60,60,0.3,0.5,0.248298405,0.231
spearman,extreme,60,60,0.3,0.6,0.535080277,0.489
spearman,extreme,60,60,0.3,0.7,0.845606673,0.794
spearman,extreme,60,60,0.3,0.8,0.987859014,0.974
spearman,extreme,60,60,0.3,0.9,0.999989175,1
spearman,extreme,60,60,0.4,0,0.618560533,0.575
spearman,extreme,60,60,0.4,0.1,0.407515091,0.419
spearman,extreme,60,60,0.4,0.2,0.217520877,0.204
spearman,extreme,60,60,0.4,0.3,0.088398963,0.109
spearman,extreme,60,60,0.4,0.4,0.025,0.062
spearman,extreme,60,60,0.4,0.5,0.098675052,0.105
spearman,extreme,60,60,0.4,0.6,0.30110083,0.29
spearman,extreme,60,60,0.4,0.7,0.65854207,0.627
spearman,extreme,60,60,0.4,0.8,0.949845177,0.921
spearman,extreme,60,60,0.4,0.9,0.999862549,0.999
spearman,extreme,60,60,0.5,0,0.834606118,0.767
spearman,extreme,60,60,0.5,0.1,0.668902327,0.644
spearman,extreme,60,60,0.5,0.2,0.456296957,0.41
spearman,extreme,60,60,0.5,0.3,0.248298405,0.226
spearman,extreme,60,60,0.5,0.4,0.098675052,0.098
spearman,extreme,60,60,0.5,0.5,0.025,0.061
spearman,extreme,60,60,0.5,0.6,0.116618275,0.128
spearman,extreme,60,60,0.5,0.7,0.396530231,0.359
spearman,extreme,60,60,0.5,0.8,0.834606118,0.792
spearman,extreme,60,60,0.5,0.9,0.998496615,0.997
spearman,extreme,60,60,0.6,0,0.959108173,0.93
spearman,extreme,60,60,0.6,0.1,0.885856879,0.84
spearman,extreme,60,60,0.6,0.2,0.744773884,0.685
spearman,extreme,60,60,0.6,0.3,0.535080277,0.51
spearman,extreme,60,60,0.6,0.4,0.30110083,0.29
spearman,extreme,60,60,0.6,0.5,0.116618275,0.112
spearman,extreme,60,60,0.6,0.6,0.025,0.067
spearman,extreme,60,60,0.6,0.7,0.151448789,0.165
spearman,extreme,60,60,0.6,0.8,0.581068361,0.561
spearman,extreme,60,60,0.6,0.9,0.986066158,0.964
spearman,extreme,60,60,0.7,0,0.996209175,0.989
spearman,extreme,60,60,0.7,0.1,0.983599457,0.976
spearman,extreme,60,60,0.7,0.2,0.94384079,0.912
spearman,extreme,60,60,0.7,0.3,0.845606673,0.797
spearman,extreme,60,60,0.7,0.4,0.65854207,0.622
spearman,extreme,60,60,0.7,0.5,0.396530231,0.395
spearman,extreme,60,60,0.7,0.6,0.151448789,0.168
spearman,extreme,60,60,0.7,0.7,0.025,0.07
spearman,extreme,60,60,0.7,0.8,0.234196232,0.23
spearman,extreme,60,60,0.7,0.9,0.897854269,0.84
spearman,extreme,60,60,0.8,0,0.999952891,0.999
spearman,extreme,60,60,0.8,0.1,0.999623308,0.997
spearman,extreme,60,60,0.8,0.2,0.99761913,0.994
spearman,extreme,60,60,0.8,0.3,0.987859014,0.977
spearman,extreme,60,60,0.8,0.4,0.949845177,0.925
spearman,extreme,60,60,0.8,0.5,0.834606118,0.8
spearman,extreme,60,60,0.8,0.6,0.581068361,0.578
spearman,extreme,60,60,0.8,0.7,0.234196232,0.214
spearman,extreme,60,60,0.8,0.8,0.025,0.072
spearman,extreme,60,60,0.8,0.9,0.513781781,0.47
spearman,extreme,60,60,0.9,0,0.999999998,1
spearman,extreme,60,60,0.9,0.1,0.999999959,1
spearman,extreme,60,60,0.9,0.2,0.999999272,1
spearman,extreme,60,60,0.9,0.3,0.999989175,0.999
spearman,extreme,60,60,0.9,0.4,0.999862549,0.998
spearman,extreme,60,60,0.9,0.5,0.998496615,0.994
spearman,extreme,60,60,0.9,0.6,0.986066158,0.973
spearman,extreme,60,60,0.9,0.7,0.897854269,0.841
spearman,extreme,60,60,0.9,0.8,0.513781781,0.478
spearman,extreme,60,60,0.9,0.9,0.025,0.094
spearman,extreme,60,120,0,0,0.025,0.054
spearman,extreme,60,120,0,0.1,0.090318694,0.087
spearman,extreme,60,120,0,0.2,0.240448249,0.247
spearman,extreme,60,120,0,0.3,0.482551649,0.489
spearman,extreme,60,120,0,0.4,0.746275774,0.735
spearman,extreme,60,120,0,0.5,0.925172431,0.933
spearman,extreme,60,120,0,0.6,0.990130176,0.989
spearman,extreme,60,120,0,0.7,0.999674507,1
spearman,extreme,60,120,0,0.8,0.999999356,1
spearman,extreme,60,120,0,0.9,1,1
spearman,extreme,60,120,0.1,0,0.090318694,0.099
spearman,extreme,60,120,0.1,0.1,0.025,0.054
spearman,extreme,60,120,0.1,0.2,0.092414834,0.084
spearman,extreme,60,120,0.1,0.3,0.253051033,0.262
spearman,extreme,60,120,0.1,0.4,0.516609963,0.502
spearman,extreme,60,120,0.1,0.5,0.793772716,0.817
spearman,extreme,60,120,0.1,0.6,0.956375498,0.964
spearman,extreme,60,120,0.1,0.7,0.997350417,1
spearman,extreme,60,120,0.1,0.8,0.999987801,1
spearman,extreme,60,120,0.1,0.9,1,1
spearman,extreme,60,120,0.2,0,0.240448249,0.222
spearman,extreme,60,120,0.2,0.1,0.092414834,0.09
spearman,extreme,60,120,0.2,0.2,0.025,0.058
spearman,extreme,60,120,0.2,0.3,0.096997178,0.109
spearman,extreme,60,120,0.2,0.4,0.276829322,0.251
spearman,extreme,60,120,0.2,0.5,0.573639622,0.565
spearman,extreme,60,120,0.2,0.6,0.859071595,0.86
spearman,extreme,60,120,0.2,0.7,0.984392783,0.984
spearman,extreme,60,120,0.2,0.8,0.999832339,1
spearman,extreme,60,120,0.2,0.9,0.999999998,1
spearman,extreme,60,120,0.3,0,0.482551649,0.521
spearman,extreme,60,120,0.3,0.1,0.253051033,0.255
spearman,extreme,60,120,0.3,0.2,0.096997178,0.098
spearman,extreme,60,120,0.3,0.3,0.025,0.046
spearman,extreme,60,120,0.3,0.4,0.105030527,0.109
spearman,extreme,60,120,0.3,0.5,0.317228556,0.325
spearman,extreme,60,120,0.3,0.6,0.660946111,0.66
spearman,extreme,60,120,0.3,0.7,0.932309856,0.935
spearman,extreme,60,120,0.3,0.8,0.998279112,0.995
spearman,extreme,60,120,0.3,0.9,0.999999919,1
spearman,extreme,60,120,0.4,0,0.746275774,0.741
spearman,extreme,60,120,0.4,0.1,0.516609963,0.53
spearman,extreme,60,120,0.4,0.2,0.276829322,0.269
spearman,extreme,60,120,0.4,0.3,0.105030527,0.106
spearman,extreme,60,120,0.4,0.4,0.025,0.064
